test_day,gain_value,loss_value_scams,total_loss,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg,bank_A_gain,bank_B_gain,bank_C_gain,bank_D_gain,bank_E_gain,bank_A_loss_scams,bank_B_loss_scams,bank_C_loss_scams,bank_D_loss_scams,bank_E_loss_scams,bank_A_loss_scams_ext,bank_B_loss_scams_ext,bank_C_loss_scams_ext,bank_D_loss_scams_ext,bank_E_loss_scams_ext
306.0,9370.400000000001,3198.2999999999997,51888.3,3.0,2.0,4.0,0.0,3.0,2.0,2.0,1.0,232.0,152.0,372.0,3.0,549.0,119.0,309.0,10.0,92.0,8815.65,255.4,207.35,0.0,197.75,1629.3,91.5,0.0,1279.75,10557.75,12259.3,8921.5,9430.0,10719.75
307.0,6137.0,659.4,3009.4,2.0,1.0,2.0,2.0,6.0,0.0,1.0,0.0,84.0,38.0,26.0,1.0,660.0,230.0,156.0,18.0,2881.75,2583.8,0.0,0.0,671.45,349.55,84.75,47.45,41.55,136.1,699.55,334.75,697.45,441.55,836.1
308.0,1611.4,785.65,2835.65,2.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,54.0,52.0,26.0,2.0,711.0,221.0,128.0,9.0,0.0,0.0,0.0,1577.65,33.75,191.1,262.34999999999997,102.2,141.15,88.85,491.1,612.3499999999999,602.2,591.15,538.85
309.0,2943.6499999999996,577.5,2227.5,1.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,63.0,62.0,16.0,1.0,524.0,130.0,140.0,11.0,1283.85,0.0,1600.0,59.8,0.0,0.0,106.80000000000001,0.0,133.65,337.05,450.0,406.8,400.0,383.65,587.05
310.0,353.54999999999995,249.55,1099.55,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,54.0,36.0,21.0,3.0,357.0,90.0,143.0,13.0,314.54999999999995,0.0,0.0,0.0,39.0,0.0,0.0,0.0,249.55,0.0,100.0,0.0,0.0,349.55,650.0
311.0,637.4000000000001,403.2,853.2,2.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,64.0,25.0,18.0,4.0,339.0,100.0,162.0,10.0,28.5,0.0,0.0,574.7,34.2,102.85,46.85,0.0,166.55,86.95,252.85,46.85,300.0,166.55,86.95
312.0,1766.85,380.5,380.5,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,67.0,9.0,15.0,1.0,346.0,136.0,155.0,14.0,0.0,47.7,0.0,119.15,1600.0,331.45,0.0,11.25,0.0,37.8,331.45,0.0,11.25,0.0,37.8
313.0,2631.1,253.0,253.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,60.0,11.0,11.0,1.0,366.0,131.0,165.0,12.0,0.0,1562.5,574.7,43.65,450.25,51.75,201.25,0.0,0.0,0.0,51.75,201.25,0.0,0.0,0.0
314.0,7974.900000000001,328.2,328.2,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,48.0,4.0,8.0,1.0,314.0,141.0,161.0,6.0,7519.1,455.8,0.0,0.0,0.0,0.0,0.0,191.95,0.0,136.25,0.0,0.0,191.95,0.0,136.25
315.0,3051.4,428.24999999999994,428.24999999999994,3.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,72.0,11.0,15.0,1.0,358.0,127.0,160.0,11.0,1600.0,88.8,70.4,0.0,1292.2,139.0,0.0,3.05,128.1,158.1,139.0,0.0,3.05,128.1,158.1
316.0,8580.65,101.95,101.95,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,60.0,7.0,5.0,0.0,294.0,148.0,173.0,12.0,0.0,0.0,0.0,8580.65,0.0,0.0,0.0,24.5,0.0,77.45,0.0,0.0,24.5,0.0,77.45
317.0,1795.3,611.65,611.65,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,58.0,7.0,4.0,0.0,351.0,127.0,156.0,10.0,1500.0,0.0,32.5,0.0,262.8,100.4,39.1,0.0,472.15,0.0,100.4,39.1,0.0,472.15,0.0
318.0,47.0,295.6,295.6,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,76.0,22.0,9.0,1.0,336.0,128.0,161.0,15.0,47.0,0.0,0.0,0.0,0.0,28.0,0.0,121.15,0.0,146.45,28.0,0.0,121.15,0.0,146.45
319.0,7696.15,288.7,588.7,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,59.0,27.0,20.0,2.0,382.0,121.0,166.0,6.0,0.0,66.8,129.35,0.0,7500.0,191.1,50.4,47.2,0.0,0.0,191.1,50.4,197.2,150.0,0.0
320.0,50.25,324.05,324.05,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,61.0,18.0,15.0,1.0,339.0,129.0,157.0,8.0,0.0,0.0,50.25,0.0,0.0,0.0,94.05,0.0,174.05,55.95,0.0,94.05,0.0,174.05,55.95
321.0,992.65,204.00000000000003,204.00000000000003,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,70.0,10.0,12.0,0.0,358.0,128.0,144.0,12.0,0.0,992.65,0.0,0.0,0.0,115.25,63.8,24.95,0.0,0.0,115.25,63.8,24.95,0.0,0.0
322.0,176.70000000000002,878.6,878.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,17.0,7.0,2.0,342.0,128.0,160.0,14.0,37.9,0.0,138.8,0.0,0.0,0.0,0.0,878.6,0.0,0.0,0.0,0.0,878.6,0.0,0.0
323.0,132.1,139.0,139.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,13.0,8.0,0.0,325.0,129.0,132.0,14.0,0.0,30.35,60.4,41.35,0.0,57.25,0.0,81.75,0.0,0.0,57.25,0.0,81.75,0.0,0.0
324.0,31.599999999999998,77.1,77.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,59.0,9.0,13.0,0.0,328.0,126.0,156.0,9.0,0.0,0.0,0.0,0.0,31.599999999999998,0.0,0.0,0.0,35.8,41.3,0.0,0.0,0.0,35.8,41.3
