test_day,gain_value,loss_value_scams,total_loss,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg,bank_A_gain,bank_B_gain,bank_C_gain,bank_D_gain,bank_E_gain,bank_A_loss_scams,bank_B_loss_scams,bank_C_loss_scams,bank_D_loss_scams,bank_E_loss_scams,bank_A_loss_scams_ext,bank_B_loss_scams_ext,bank_C_loss_scams_ext,bank_D_loss_scams_ext,bank_E_loss_scams_ext
306.0,4632.699999999999,7936.0,61276.0,4.0,2.0,5.0,0.0,2.0,2.0,1.0,1.0,238.0,159.0,409.0,4.0,543.0,112.0,272.0,9.0,92.0,2855.35,255.4,207.35,1222.6,197.75,7589.6,91.5,0.0,57.150000000000006,11527.75,19379.6,10511.5,10280.0,9577.15
307.0,6137.0,659.4,2659.4,2.0,1.0,2.0,2.0,6.0,0.0,1.0,0.0,88.0,50.0,17.0,0.0,656.0,218.0,165.0,19.0,2881.75,2583.8,0.0,0.0,671.45,349.55,84.75,47.45,41.55,136.1,699.55,384.75,447.45,341.55,786.1
308.0,1500.0,897.05,2897.05,0.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,70.0,63.0,18.0,1.0,695.0,210.0,136.0,10.0,0.0,0.0,0.0,1500.0,0.0,191.1,262.34999999999997,102.2,218.8,122.6,691.1,862.3499999999999,302.2,718.8,322.6
309.0,2977.25,543.9,1693.9,0.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,78.0,50.0,10.0,3.0,509.0,142.0,146.0,9.0,1283.85,0.0,1600.0,93.4,0.0,0.0,106.80000000000001,0.0,100.05,337.05,400.0,306.8,350.0,200.05,437.05
310.0,390.7,212.4,212.4,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,62.0,22.0,8.0,0.0,349.0,104.0,156.0,16.0,151.45,0.0,0.0,200.25,39.0,163.1,0.0,0.0,49.300000000000004,0.0,163.1,0.0,0.0,49.300000000000004,0.0
311.0,702.0,338.59999999999997,338.59999999999997,3.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,79.0,25.0,7.0,0.0,324.0,100.0,173.0,14.0,42.6,0.0,0.0,625.2,34.2,88.75,46.85,0.0,116.05,86.95,88.75,46.85,0.0,116.05,86.95
312.0,1766.8,380.54999999999995,380.54999999999995,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,69.0,27.0,7.0,0.0,344.0,118.0,163.0,15.0,66.75,47.7,0.0,52.35,1600.0,264.7,0.0,11.25,66.8,37.8,264.7,0.0,11.25,66.8,37.8
313.0,2777.3,106.8,106.8,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,63.0,26.0,13.0,0.0,363.0,116.0,163.0,13.0,51.75,1700.6,574.7,0.0,450.25,0.0,63.15,0.0,43.65,0.0,0.0,63.15,0.0,43.65,0.0
314.0,474.90000000000003,7828.2,7828.2,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,53.0,17.0,4.0,0.0,309.0,128.0,165.0,7.0,19.1,455.8,0.0,0.0,0.0,7500.0,0.0,191.95,0.0,136.25,7500.0,0.0,191.95,0.0,136.25
315.0,3272.2000000000003,207.45000000000002,207.45000000000002,5.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,55.0,36.0,14.0,0.0,375.0,102.0,161.0,12.0,1739.0,0.0,70.4,128.1,1334.7,0.0,88.8,3.05,0.0,115.6,0.0,88.8,3.05,0.0,115.6
