test_day,gain_value,loss_value_scams,total_loss,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg,bank_A_gain,bank_B_gain,bank_C_gain,bank_D_gain,bank_E_gain,bank_A_loss_scams,bank_B_loss_scams,bank_C_loss_scams,bank_D_loss_scams,bank_E_loss_scams,bank_A_loss_scams_ext,bank_B_loss_scams_ext,bank_C_loss_scams_ext,bank_D_loss_scams_ext,bank_E_loss_scams_ext
65.0,999.4000000000001,329.15000000000003,329.15000000000003,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,56.0,4.0,16.0,2.0,370.0,155.0,151.0,15.0,0.0,0.0,0.0,0.0,999.4000000000001,0.0,0.0,242.6,86.55000000000001,0.0,0.0,0.0,242.6,86.55000000000001,0.0
66.0,1753.65,65.95,65.95,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,52.0,3.0,15.0,0.0,353.0,119.0,171.0,7.0,0.0,732.0500000000001,0.0,0.0,1021.6,0.0,41.35,24.6,0.0,0.0,0.0,41.35,24.6,0.0,0.0
67.0,0.0,484.2,484.2,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,48.0,1.0,7.0,1.0,314.0,112.0,165.0,13.0,0.0,0.0,0.0,0.0,0.0,307.6,135.15,41.45,0.0,0.0,307.6,135.15,41.45,0.0,0.0
68.0,441.85,219.39999999999998,219.39999999999998,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,57.0,4.0,15.0,0.0,348.0,121.0,140.0,9.0,0.0,441.85,0.0,0.0,0.0,0.0,134.65,28.2,0.0,56.55,0.0,134.65,28.2,0.0,56.55
69.0,775.1999999999999,226.20000000000002,226.20000000000002,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,55.0,5.0,12.0,1.0,390.0,152.0,152.0,14.0,59.6,30.05,0.0,0.0,685.55,0.0,172.55,0.0,0.0,53.65,0.0,172.55,0.0,0.0,53.65
70.0,2010.1499999999999,69.9,69.9,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,54.0,9.0,15.0,2.0,321.0,128.0,145.0,13.0,1283.85,77.65,0.0,648.65,0.0,0.0,0.0,0.0,0.0,69.9,0.0,0.0,0.0,0.0,69.9
71.0,362.90000000000003,375.3,375.3,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,40.0,3.0,14.0,3.0,345.0,130.0,166.0,16.0,0.0,362.90000000000003,0.0,0.0,0.0,22.55,120.3,0.0,0.0,232.45,22.55,120.3,0.0,0.0,232.45
72.0,1819.85,24.6,24.6,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,55.0,5.0,15.0,3.0,331.0,103.0,162.0,10.0,0.0,1819.85,0.0,0.0,0.0,24.6,0.0,0.0,0.0,0.0,24.6,0.0,0.0,0.0,0.0
73.0,1648.0,387.0,387.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,61.0,9.0,16.0,2.0,338.0,155.0,151.0,9.0,0.0,24.45,34.55,1552.1,36.9,0.0,47.45,0.0,176.15,163.4,0.0,47.45,0.0,176.15,163.4
74.0,648.65,340.9,340.9,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,57.0,6.0,15.0,0.0,351.0,125.0,168.0,13.0,0.0,648.65,0.0,0.0,0.0,0.0,66.5,274.4,0.0,0.0,0.0,66.5,274.4,0.0,0.0
75.0,84.3,668.85,668.85,3.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,49.0,3.0,20.0,1.0,308.0,122.0,157.0,12.0,0.0,54.25,0.0,0.0,30.05,0.0,421.2,69.25,127.25,51.15,0.0,421.2,69.25,127.25,51.15
76.0,7876.45,507.3,507.3,2.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,53.0,13.0,16.0,2.0,360.0,139.0,170.0,10.0,0.0,0.0,3792.65,1195.0,2888.8,239.5,76.85,0.0,58.5,132.45,239.5,76.85,0.0,58.5,132.45
77.0,1328.1999999999998,376.0,376.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,51.0,2.0,12.0,3.0,344.0,134.0,157.0,7.0,0.0,44.35,0.0,1283.85,0.0,127.1,0.0,101.7,147.2,0.0,127.1,0.0,101.7,147.2,0.0
78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,6.0,20.0,1.0,366.0,160.0,142.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,70.8,52.15,52.15,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,2.0,16.0,1.0,347.0,145.0,158.0,12.0,0.0,39.25,0.0,0.0,31.55,0.0,50.5,0.0,0.0,1.65,0.0,50.5,0.0,0.0,1.65
