test_day,gain_value,loss_value_scams,total_loss,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg,bank_A_gain,bank_B_gain,bank_C_gain,bank_D_gain,bank_E_gain,bank_A_loss_scams,bank_B_loss_scams,bank_C_loss_scams,bank_D_loss_scams,bank_E_loss_scams,bank_A_loss_scams_ext,bank_B_loss_scams_ext,bank_C_loss_scams_ext,bank_D_loss_scams_ext,bank_E_loss_scams_ext
306.0,2818.35,9750.35,58870.35,0.0,2.0,4.0,0.0,6.0,2.0,2.0,1.0,211.0,141.0,394.0,2.0,570.0,130.0,287.0,11.0,0.0,1271.8,255.4,207.35,1083.8,289.75,9173.15,91.5,0.0,195.95000000000002,10609.75,19883.15,9611.5,9610.0,9155.95
307.0,6181.35,615.05,4055.05,3.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,135.0,64.0,9.0,0.0,609.0,204.0,173.0,19.0,2881.75,2628.15,0.0,0.0,671.45,349.55,40.4,47.45,41.55,136.1,1009.55,660.4,687.45,591.55,1106.1
308.0,1500.0,897.05,1867.05,0.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,82.0,61.0,7.0,0.0,683.0,212.0,147.0,11.0,0.0,0.0,0.0,1500.0,0.0,191.1,262.34999999999997,102.2,218.8,122.6,271.1,672.3499999999999,152.2,548.8,222.6
309.0,3115.2,405.95,405.95,1.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,59.0,40.0,10.0,1.0,528.0,152.0,146.0,11.0,1283.85,55.2,1600.0,0.0,176.15,0.0,51.6,0.0,193.45,160.89999999999998,0.0,51.6,0.0,193.45,160.89999999999998
310.0,520.05,83.05000000000001,83.05000000000001,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,67.0,22.0,8.0,0.0,344.0,104.0,156.0,16.0,280.79999999999995,0.0,0.0,200.25,39.0,33.75,0.0,0.0,49.300000000000004,0.0,33.75,0.0,0.0,49.300000000000004,0.0
311.0,748.3000000000001,292.3,292.3,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,78.0,18.0,7.0,0.0,325.0,107.0,173.0,14.0,42.6,0.0,0.0,671.5,34.2,88.75,46.85,0.0,69.75,86.95,88.75,46.85,0.0,69.75,86.95
312.0,1964.75,182.60000000000002,182.60000000000002,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,66.0,18.0,6.0,0.0,347.0,127.0,164.0,15.0,264.7,47.7,0.0,52.35,1600.0,66.75,0.0,11.25,66.8,37.8,66.75,0.0,11.25,66.8,37.8
313.0,2639.2,244.9,244.9,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,59.0,11.0,8.0,0.0,367.0,131.0,168.0,13.0,51.75,1562.5,574.7,0.0,450.25,0.0,201.25,0.0,43.65,0.0,0.0,201.25,0.0,43.65,0.0
314.0,474.90000000000003,7828.2,7828.2,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,50.0,9.0,2.0,1.0,312.0,136.0,167.0,6.0,19.1,455.8,0.0,0.0,0.0,7500.0,0.0,191.95,0.0,136.25,7500.0,0.0,191.95,0.0,136.25
315.0,3182.55,297.09999999999997,297.09999999999997,4.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,71.0,16.0,9.0,0.0,359.0,122.0,166.0,12.0,1739.0,0.0,73.45,35.4,1334.7,0.0,88.8,0.0,92.69999999999999,115.6,0.0,88.8,0.0,92.69999999999999,115.6
316.0,1144.5,7538.1,7538.1,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,62.0,11.0,3.0,1.0,292.0,144.0,175.0,11.0,0.0,0.0,0.0,1080.65,63.85,0.0,0.0,24.5,7500.0,13.6,0.0,0.0,24.5,7500.0,13.6
317.0,1721.35,685.6,685.6,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,62.0,7.0,5.0,0.0,347.0,127.0,155.0,10.0,1500.0,0.0,0.0,0.0,221.35,100.4,39.1,32.5,472.15,41.45,100.4,39.1,32.5,472.15,41.45
318.0,108.15,234.45,234.45,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,73.0,15.0,2.0,0.0,339.0,135.0,168.0,16.0,0.0,0.0,108.15,0.0,0.0,75.0,0.0,13.0,0.0,146.45,75.0,0.0,13.0,0.0,146.45
319.0,129.35,7855.5,7855.5,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,75.0,18.0,13.0,0.0,366.0,130.0,173.0,8.0,0.0,0.0,129.35,0.0,0.0,191.1,117.19999999999999,47.2,0.0,7500.0,191.1,117.19999999999999,47.2,0.0,7500.0
320.0,106.2,268.1,268.1,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,61.0,19.0,11.0,0.0,339.0,128.0,161.0,9.0,0.0,0.0,50.25,0.0,55.95,0.0,94.05,0.0,174.05,0.0,0.0,94.05,0.0,174.05,0.0
