test_day,invest
320.0,401044.0
320.0,401047.0
320.0,401052.0
320.0,401073.0
320.0,401081.0
320.0,401141.0
320.0,401157.0
320.0,401158.0
320.0,401162.0
320.0,401176.0
320.0,401183.0
320.0,401184.0
320.0,401192.0
320.0,401196.0
320.0,401201.0
320.0,401210.0
320.0,401222.0
320.0,401226.0
320.0,401232.0
320.0,401242.0
320.0,401243.0
320.0,401255.0
320.0,401259.0
320.0,401261.0
320.0,401262.0
320.0,401269.0
320.0,401278.0
320.0,401285.0
320.0,401302.0
320.0,401315.0
320.0,401320.0
320.0,401354.0
320.0,401364.0
320.0,401397.0
320.0,401425.0
320.0,401434.0
320.0,401442.0
320.0,401450.0
320.0,401458.0
320.0,401465.0
320.0,401466.0
320.0,401484.0
320.0,401525.0
320.0,401528.0
320.0,401532.0
320.0,401542.0
320.0,401560.0
320.0,401566.0
320.0,401585.0
320.0,401596.0
320.0,401600.0
320.0,401610.0
320.0,401618.0
320.0,401652.0
320.0,401663.0
320.0,401666.0
320.0,401677.0
320.0,401682.0
320.0,401685.0
320.0,401711.0
320.0,401719.0
320.0,401736.0
320.0,401745.0
320.0,401757.0
320.0,401762.0
320.0,401770.0
320.0,401777.0
320.0,401786.0
320.0,401793.0
320.0,401815.0
320.0,401846.0
320.0,401851.0
320.0,401854.0
320.0,401867.0
320.0,401875.0
320.0,401908.0
320.0,401924.0
320.0,401926.0
320.0,401955.0
320.0,401957.0
320.0,401975.0
321.0,405872.0
321.0,405875.0
321.0,405885.0
321.0,405888.0
321.0,405894.0
321.0,405903.0
321.0,405906.0
321.0,405915.0
321.0,405919.0
321.0,405922.0
321.0,405936.0
321.0,405951.0
321.0,405965.0
321.0,405974.0
321.0,406007.0
321.0,406010.0
321.0,406032.0
321.0,406039.0
321.0,406120.0
321.0,406121.0
321.0,406135.0
321.0,406146.0
321.0,406157.0
321.0,406192.0
321.0,406194.0
321.0,406195.0
321.0,406198.0
321.0,406212.0
321.0,406239.0
321.0,406242.0
