test_day,invest
305.0,315200.0
305.0,315215.0
305.0,315217.0
305.0,315254.0
305.0,315271.0
305.0,315304.0
305.0,315339.0
305.0,315343.0
305.0,315367.0
305.0,315393.0
305.0,315415.0
305.0,315463.0
305.0,315482.0
305.0,315489.0
305.0,315503.0
305.0,315529.0
305.0,315550.0
305.0,315570.0
305.0,315587.0
305.0,315596.0
305.0,315615.0
305.0,315655.0
305.0,315665.0
305.0,315678.0
305.0,315688.0
305.0,315752.0
305.0,315778.0
305.0,315784.0
305.0,315800.0
305.0,315804.0
305.0,315830.0
305.0,315875.0
305.0,315879.0
305.0,315896.0
305.0,315939.0
305.0,315956.0
305.0,315977.0
305.0,315984.0
305.0,315998.0
305.0,316035.0
305.0,316047.0
305.0,316069.0
305.0,316081.0
305.0,316090.0
305.0,316105.0
305.0,316171.0
305.0,316188.0
305.0,316208.0
305.0,316209.0
305.0,316236.0
305.0,316254.0
305.0,316262.0
305.0,316268.0
305.0,316274.0
305.0,316283.0
305.0,316303.0
305.0,316304.0
305.0,316305.0
305.0,316308.0
305.0,316331.0
305.0,316339.0
305.0,316351.0
305.0,316354.0
305.0,316398.0
305.0,316494.0
305.0,316497.0
305.0,316523.0
305.0,316560.0
305.0,316599.0
305.0,316636.0
305.0,316640.0
305.0,316641.0
305.0,316645.0
305.0,316647.0
305.0,316660.0
305.0,316677.0
305.0,316682.0
305.0,316707.0
305.0,316715.0
305.0,316726.0
305.0,316731.0
305.0,316734.0
305.0,316740.0
305.0,316755.0
305.0,316761.0
305.0,316769.0
305.0,316780.0
305.0,316795.0
305.0,316815.0
305.0,316828.0
305.0,316842.0
305.0,316853.0
305.0,316892.0
305.0,316902.0
305.0,316925.0
305.0,316926.0
305.0,316941.0
305.0,316942.0
305.0,316948.0
305.0,317019.0
305.0,317029.0
305.0,317031.0
305.0,317042.0
305.0,317047.0
305.0,317051.0
305.0,317059.0
305.0,317082.0
305.0,317122.0
305.0,317149.0
305.0,317152.0
305.0,317178.0
305.0,317182.0
305.0,317191.0
305.0,317196.0
305.0,317213.0
305.0,317296.0
305.0,317369.0
305.0,317384.0
305.0,317395.0
305.0,317403.0
305.0,317406.0
305.0,317451.0
305.0,317462.0
305.0,317472.0
305.0,317473.0
305.0,317479.0
305.0,317552.0
305.0,317558.0
305.0,317587.0
305.0,317593.0
305.0,317594.0
305.0,317618.0
305.0,317620.0
305.0,317645.0
305.0,317648.0
306.0,327221.0
306.0,327229.0
306.0,327237.0
306.0,327247.0
306.0,327264.0
306.0,327271.0
306.0,327278.0
306.0,327302.0
306.0,327324.0
306.0,327341.0
306.0,327354.0
306.0,327366.0
306.0,327393.0
306.0,327401.0
306.0,327403.0
306.0,327416.0
306.0,327418.0
306.0,327430.0
306.0,327431.0
306.0,327436.0
306.0,327439.0
306.0,327455.0
306.0,327467.0
306.0,327473.0
306.0,327477.0
306.0,327529.0
306.0,327542.0
306.0,327545.0
306.0,327551.0
306.0,327569.0
306.0,327577.0
306.0,327580.0
306.0,327588.0
306.0,327590.0
306.0,327593.0
306.0,327606.0
306.0,327615.0
306.0,327642.0
306.0,327657.0
306.0,327661.0
306.0,327664.0
306.0,327670.0
306.0,327691.0
306.0,327699.0
306.0,327714.0
306.0,327718.0
306.0,327724.0
306.0,327727.0
306.0,327743.0
306.0,327744.0
306.0,327762.0
306.0,327766.0
306.0,327771.0
306.0,327772.0
306.0,327795.0
306.0,327839.0
306.0,327848.0
306.0,327864.0
306.0,327872.0
306.0,327901.0
306.0,327916.0
306.0,327920.0
306.0,327922.0
306.0,327924.0
306.0,327927.0
306.0,327935.0
306.0,327941.0
306.0,327942.0
306.0,327950.0
306.0,327978.0
306.0,327996.0
306.0,328019.0
306.0,328041.0
306.0,328043.0
306.0,328076.0
306.0,328093.0
306.0,328098.0
306.0,328100.0
306.0,328113.0
306.0,328124.0
306.0,328128.0
306.0,328129.0
306.0,328155.0
306.0,328162.0
306.0,328207.0
306.0,328237.0
306.0,328249.0
306.0,328256.0
306.0,328285.0
306.0,328286.0
306.0,328299.0
306.0,328302.0
306.0,328309.0
306.0,328315.0
306.0,328318.0
306.0,328333.0
306.0,328339.0
306.0,328341.0
306.0,328360.0
306.0,328365.0
306.0,328367.0
306.0,328379.0
306.0,328383.0
306.0,328423.0
306.0,328438.0
306.0,328442.0
306.0,328447.0
306.0,328456.0
306.0,328463.0
306.0,328464.0
306.0,328470.0
306.0,328516.0
306.0,328522.0
306.0,328523.0
306.0,328530.0
306.0,328541.0
306.0,328552.0
306.0,328554.0
306.0,328556.0
306.0,328565.0
306.0,328581.0
306.0,328585.0
306.0,328598.0
306.0,328599.0
306.0,328606.0
306.0,328612.0
306.0,328614.0
306.0,328635.0
306.0,328639.0
306.0,328648.0
306.0,328664.0
307.0,334478.0
307.0,334504.0
307.0,334512.0
307.0,334560.0
307.0,334592.0
307.0,334611.0
307.0,334627.0
307.0,334630.0
307.0,334653.0
307.0,334671.0
307.0,334674.0
307.0,334684.0
307.0,334690.0
307.0,334702.0
307.0,334710.0
307.0,334719.0
307.0,334721.0
307.0,334742.0
307.0,334752.0
307.0,334781.0
307.0,334787.0
307.0,334797.0
307.0,334831.0
307.0,334845.0
307.0,334849.0
307.0,334860.0
307.0,334861.0
307.0,334872.0
307.0,334919.0
307.0,334932.0
307.0,334938.0
307.0,334958.0
