test_day,gain_value,loss_value_scams,total_loss,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg,bank_A_gain,bank_B_gain,bank_C_gain,bank_D_gain,bank_E_gain,bank_A_loss_scams,bank_B_loss_scams,bank_C_loss_scams,bank_D_loss_scams,bank_E_loss_scams,bank_A_loss_scams_ext,bank_B_loss_scams_ext,bank_C_loss_scams_ext,bank_D_loss_scams_ext,bank_E_loss_scams_ext
100.0,1997.0,429.59999999999997,429.59999999999997,3.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,50.0,6.0,10.0,0.0,359.0,132.0,150.0,7.0,0.0,942.85,0.0,34.55,1019.6,18.75,0.0,0.0,125.05,285.8,18.75,0.0,0.0,125.05,285.8
101.0,7547.0,28.2,28.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,58.0,4.0,11.0,0.0,363.0,121.0,158.0,11.0,7500.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,0.0,28.2
102.0,142.35,864.55,864.55,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,67.0,3.0,17.0,2.0,349.0,145.0,170.0,16.0,0.0,142.35,0.0,0.0,0.0,472.15,115.6,276.8,0.0,0.0,472.15,115.6,276.8,0.0,0.0
103.0,0.0,299.3,299.3,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,70.0,3.0,17.0,2.0,377.0,148.0,170.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,264.35,3.05,0.0,0.0,31.9,264.35,3.05,0.0
104.0,619.95,77.95,77.95,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,65.0,3.0,20.0,1.0,313.0,144.0,136.0,8.0,0.0,0.0,0.0,619.95,0.0,0.0,0.0,49.75,0.0,28.2,0.0,0.0,49.75,0.0,28.2
105.0,0.0,266.5,266.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,54.0,7.0,19.0,1.0,350.0,150.0,186.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15,0.0,246.35,0.0,0.0,20.15,0.0,246.35,0.0
106.0,20.4,1557.7,1557.7,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,61.0,7.0,19.0,1.0,333.0,159.0,161.0,11.0,0.0,0.0,0.0,20.4,0.0,428.9,851.6500000000001,0.0,229.15,48.0,428.9,851.6500000000001,0.0,229.15,48.0
107.0,509.65,31.15,31.15,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,6.0,19.0,3.0,365.0,140.0,179.0,7.0,0.0,420.25,0.0,0.0,89.4,0.0,0.0,0.0,0.0,31.15,0.0,0.0,0.0,0.0,31.15
108.0,1576.2,93.65,93.65,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,60.0,4.0,14.0,0.0,392.0,167.0,172.0,6.0,0.0,42.3,1533.9,0.0,0.0,31.5,0.0,62.15,0.0,0.0,31.5,0.0,62.15,0.0,0.0
109.0,40.2,192.2,192.2,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,57.0,7.0,17.0,1.0,332.0,140.0,165.0,17.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.2,0.0,0.0,0.0,0.0,192.2
110.0,498.65,131.0,131.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,43.0,4.0,22.0,2.0,364.0,159.0,157.0,12.0,0.0,0.0,115.25,0.0,383.4,47.45,57.35,26.2,0.0,0.0,47.45,57.35,26.2,0.0,0.0
111.0,0.0,341.75,341.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,54.0,6.0,16.0,3.0,324.0,128.0,165.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,172.55,35.8,0.0,133.4,0.0,172.55,35.8,0.0,133.4
112.0,42.3,395.9,395.9,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,60.0,2.0,21.0,2.0,364.0,120.0,158.0,12.0,0.0,0.0,0.0,42.3,0.0,146.0,249.9,0.0,0.0,0.0,146.0,249.9,0.0,0.0,0.0
113.0,33.15,128.95,128.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,5.0,21.0,3.0,353.0,155.0,178.0,9.0,0.0,0.0,0.0,0.0,33.15,0.0,0.0,128.95,0.0,0.0,0.0,0.0,128.95,0.0,0.0
