test_day,gain_value,loss_value,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg
425.0,1971.6000000000001,136.1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,65.0,8.0,7.0,1.0,353.0,139.0,158.0,12.0
426.0,4720.6,146.45,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,71.0,5.0,10.0,2.0,364.0,124.0,162.0,12.0
427.0,2616.65,215.75,5.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,111.0,42.0,8.0,2.0,624.0,223.0,627.0,11.0
428.0,740.0,230.79999999999998,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,112.0,43.0,5.0,1.0,655.0,214.0,153.0,15.0
429.0,3940.7,334.20000000000005,4.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0,114.0,35.0,14.0,2.0,661.0,241.0,158.0,11.0
430.0,931.4,614.5,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,91.0,21.0,6.0,1.0,479.0,175.0,165.0,12.0
431.0,886.5999999999999,88.85,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,68.0,4.0,9.0,2.0,311.0,136.0,168.0,9.0
432.0,243.3,65.65,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,59.0,4.0,14.0,1.0,300.0,144.0,147.0,14.0
433.0,13778.55,29.9,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,61.0,5.0,12.0,0.0,336.0,143.0,157.0,13.0
434.0,413.1,139.65,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,78.0,5.0,17.0,1.0,372.0,119.0,174.0,13.0
435.0,692.7,511.74999999999994,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,66.0,4.0,13.0,0.0,350.0,151.0,170.0,5.0
436.0,0.0,300.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,49.0,4.0,15.0,0.0,314.0,121.0,160.0,11.0
437.0,652.3499999999999,94.8,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,73.0,6.0,5.0,1.0,327.0,117.0,160.0,7.0
438.0,1128.8500000000001,489.9,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,79.0,5.0,15.0,0.0,319.0,130.0,169.0,11.0
439.0,1302.05,214.85000000000002,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,85.0,2.0,12.0,0.0,357.0,158.0,180.0,17.0
440.0,7599.749999999999,558.85,4.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,61.0,2.0,10.0,0.0,296.0,123.0,142.0,21.0
441.0,33.3,128.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,2.0,13.0,2.0,325.0,143.0,166.0,13.0
442.0,0.0,84.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,58.0,3.0,12.0,0.0,338.0,142.0,133.0,15.0
443.0,2163.8,446.65,4.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,51.0,5.0,10.0,1.0,342.0,152.0,169.0,7.0
444.0,44.05,429.8,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,74.0,2.0,12.0,1.0,308.0,122.0,169.0,12.0
445.0,4832.65,644.8000000000001,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,54.0,5.0,12.0,2.0,305.0,120.0,154.0,17.0
446.0,1109.9,349.95,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,72.0,2.0,11.0,0.0,307.0,128.0,142.0,12.0
