test_day,gain_value,loss_value,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg
83.0,36.8,338.85,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,53.0,5.0,7.0,0.0,351.0,138.0,167.0,8.0
84.0,86.94999999999999,137.15,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,43.0,2.0,6.0,0.0,314.0,154.0,166.0,11.0
85.0,338.65,292.7,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,5.0,3.0,0.0,312.0,133.0,143.0,11.0
86.0,330.45,108.69999999999999,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,50.0,2.0,5.0,0.0,319.0,130.0,134.0,12.0
87.0,0.0,312.05,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,61.0,3.0,8.0,0.0,363.0,129.0,163.0,18.0
88.0,1105.85,362.65,4.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,44.0,8.0,3.0,0.0,331.0,152.0,142.0,13.0
89.0,0.0,237.35,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,38.0,4.0,9.0,0.0,329.0,132.0,148.0,12.0
90.0,242.4,444.1,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,52.0,6.0,5.0,0.0,299.0,128.0,148.0,10.0
91.0,1124.6,180.25,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,60.0,5.0,6.0,0.0,351.0,138.0,170.0,7.0
92.0,1038.15,1251.0,7.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,72.0,13.0,9.0,0.0,668.0,332.0,641.0,9.0
93.0,79.0,914.3,3.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,72.0,11.0,6.0,0.0,652.0,305.0,184.0,13.0
94.0,154.95,176.85000000000002,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,57.0,8.0,8.0,0.0,619.0,284.0,159.0,8.0
