test_day,gain_value,loss_value,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg
0.0,622.85,795.9,9.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,64.0,17.0,2.0,0.0,685.0,257.0,653.0,8.0
1.0,84.75,276.20000000000005,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,65.0,12.0,2.0,0.0,581.0,294.0,159.0,13.0
2.0,658.2,924.6,5.0,2.0,1.0,0.0,7.0,2.0,2.0,1.0,62.0,9.0,3.0,0.0,623.0,256.0,165.0,10.0
3.0,292.65000000000003,209.79999999999998,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,54.0,8.0,3.0,0.0,468.0,200.0,169.0,8.0
4.0,187.84999999999997,419.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,52.0,1.0,5.0,0.0,334.0,143.0,160.0,6.0
5.0,1014.9499999999999,265.34999999999997,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,52.0,2.0,1.0,0.0,361.0,146.0,160.0,16.0
6.0,422.25,277.1,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,62.0,5.0,3.0,0.0,337.0,137.0,152.0,15.0
7.0,148.15,489.4,3.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,41.0,3.0,2.0,0.0,306.0,141.0,147.0,9.0
8.0,949.0,167.04999999999998,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,49.0,5.0,0.0,0.0,304.0,143.0,150.0,9.0
9.0,304.25,228.39999999999998,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,46.0,5.0,5.0,0.0,328.0,130.0,166.0,10.0
10.0,336.55,85.15,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,45.0,3.0,6.0,0.0,326.0,137.0,168.0,8.0
11.0,285.6,800.15,8.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,47.0,3.0,4.0,0.0,331.0,163.0,148.0,12.0
12.0,880.5,281.05,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,55.0,2.0,4.0,0.0,336.0,108.0,139.0,7.0
13.0,84.55,582.1,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,50.0,0.0,5.0,0.0,273.0,151.0,144.0,7.0
14.0,536.65,328.25,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,62.0,1.0,1.0,0.0,312.0,142.0,167.0,9.0
15.0,60.9,458.25,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,37.0,6.0,3.0,0.0,298.0,142.0,157.0,17.0
16.0,378.15,253.95000000000002,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,66.0,6.0,3.0,0.0,304.0,125.0,154.0,9.0
17.0,894.5000000000001,318.59999999999997,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,68.0,5.0,5.0,0.0,327.0,116.0,176.0,14.0
18.0,186.29999999999998,80.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,3.0,2.0,0.0,354.0,149.0,174.0,13.0
